Epoch,Error
0,1.0000012540500485
1,1.0000012432187204
2,1.0000012324023526
3,1.000001221600804
4,1.000001210813935
5,1.000001200041606
6,1.0000011892836789
7,1.000001178540015
8,1.0000011678104768
9,1.0000011570949272
10,1.0000011463932297
11,1.000001135705248
12,1.000001125030847
13,1.0000011143698908
14,1.0000011037222456
15,1.000001093087777
16,1.0000010824663514
17,1.0000010718578358
18,1.0000010612620978
19,1.0000010506790047
20,1.0000010401084256
21,1.000001029550229
22,1.000001019004284
23,1.0000010084704605
24,1.000000997948629
25,1.0000009874386595
26,1.000000976940424
27,1.000000966453793
28,1.0000009559786394
29,1.0000009455148349
30,1.000000935062253
31,1.0000009246207666
32,1.0000009141902493
33,1.0000009037705757
34,1.0000008933616196
35,1.0000008829632565
36,1.0000008725753617
37,1.0000008621978105
38,1.000000851830479
39,1.0000008414732444
40,1.0000008311259831
41,1.0000008207885727
42,1.0000008104608902
43,1.0000008001428142
44,1.000000789834223
45,1.0000007795349952
46,1.0000007692450101
47,1.000000758964147
48,1.000000748692286
49,1.000000738429307
50,1.0000007281750904
51,1.0000007179295176
52,1.0000007076924697
53,1.0000006974638278
54,1.0000006872434741
55,1.0000006770312904
56,1.00000066682716
57,1.0000006566309647
58,1.0000006464425886
59,1.0000006362619147
60,1.0000006260888268
61,1.0000006159232089
62,1.0000006057649453
63,1.0000005956139209
64,1.0000005854700205
65,1.0000005753331296
66,1.0000005652031332
67,1.0000005550799174
68,1.0000005449633682
69,1.000000534853372
70,1.0000005247498156
71,1.0000005146525857
72,1.0000005045615692
73,1.0000004944766536
74,1.0000004843977268
75,1.0000004743246769
76,1.0000004642573914
77,1.000000454195759
78,1.0000004441396686
79,1.0000004340890087
80,1.0000004240436686
81,1.0000004140035372
82,1.0000004039685049
83,1.000000393938461
84,1.0000003839132952
85,1.0000003738928982
86,1.0000003638771602
87,1.000000353865972
88,1.0000003438592242
89,1.0000003338568084
90,1.000000323858615
91,1.0000003138645361
92,1.0000003038744634
93,1.0000002938882881
94,1.0000002839059023
95,1.0000002739271991
96,1.00000026395207
97,1.0000002539804074
98,1.000000244012105
99,1.0000002340470546
100,1.0000002240851498
101,1.0000002141262838
102,1.0000002041703502
103,1.0000001942172418
104,1.0000001842668529
105,1.0000001743190774
106,1.0000001643738088
107,1.0000001544309414
108,1.00000014449037
109,1.0000001345519878
110,1.00000012461569
111,1.000000114681372
112,1.0000001047489273
113,1.0000000948182515
114,1.0000000848892396
115,1.0000000749617868
116,1.0000000650357879
117,1.0000000551111392
118,1.0000000451877349
119,1.0000000352654717
120,1.0000000253442445
121,1.0000000154239497
122,1.0000000055044829
123,0.9999999955857399
124,0.9999999856676172
125,0.9999999757500104
126,0.9999999658328163
127,0.9999999559159305
128,0.9999999459992501
129,0.9999999360826712
130,0.9999999261660903
131,0.9999999162494044
132,0.9999999063325096
133,0.9999998964153026
134,0.9999998864976809
135,0.9999998765795405
136,0.9999998666607788
137,0.9999998567412924
138,0.9999998468209785
139,0.9999998368997343
140,0.9999998269774565
141,0.9999998170540423
142,0.9999998071293887
143,0.9999997972033932
144,0.9999997872759525
145,0.9999997773469647
146,0.9999997674163261
147,0.9999997574839342
148,0.9999997475496863
149,0.9999997376134797
150,0.999999727675212
151,0.9999997177347799
152,0.999999707792081
153,0.9999996978470127
154,0.9999996878994719
155,0.9999996779493563
156,0.9999996679965633
157,0.9999996580409893
158,0.9999996480825322
159,0.9999996381210892
160,0.9999996281565575
161,0.9999996181888341
162,0.9999996082178162
163,0.9999995982434009
164,0.9999995882654853
165,0.9999995782839666
166,0.9999995682987415
167,0.9999995583097073
168,0.9999995483167606
169,0.9999995383197986
170,0.9999995283187175
171,0.9999995183134147
172,0.9999995083037865
173,0.99999949828973
174,0.999999488271141
175,0.9999994782479168
176,0.9999994682199531
177,0.9999994581871468
178,0.9999994481493937
179,0.9999994381065905
180,0.9999994280586331
181,0.9999994180054175
182,0.9999994079468394
183,0.9999993978827948
184,0.9999993878131797
185,0.9999993777378893
186,0.9999993676568194
187,0.9999993575698654
188,0.9999993474769224
189,0.9999993373778859
190,0.9999993272726512
191,0.9999993171611123
192,0.9999993070431653
193,0.999999296918704
194,0.9999992867876233
195,0.9999992766498176
196,0.9999992665051813
197,0.9999992563536086
198,0.9999992461949934
199,0.9999992360292299
200,0.9999992258562115
201,0.9999992156758319
202,0.9999992054879847
203,0.9999991952925629
204,0.9999991850894601
205,0.9999991748785686
206,0.9999991646597817
207,0.9999991544329918
208,0.9999991441980915
209,0.999999133954973
210,0.999999123703528
211,0.9999991134436488
212,0.9999991031752271
213,0.9999990928981546
214,0.9999990826123222
215,0.999999072317621
216,0.9999990620139423
217,0.9999990517011765
218,0.9999990413792141
219,0.9999990310479459
220,0.9999990207072614
221,0.9999990103570506
222,0.9999989999972032
223,0.9999989896276087
224,0.999998979248156
225,0.9999989688587343
226,0.9999989584592321
227,0.999998948049538
228,0.9999989376295402
229,0.9999989271991265
230,0.9999989167581852
231,0.999998906306603
232,0.9999988958442676
233,0.9999988853710655
234,0.9999988748868838
235,0.9999988643916087
236,0.9999988538851265
237,0.999998843367323
238,0.9999988328380833
239,0.9999988222972935
240,0.9999988117448382
241,0.9999988011806019
242,0.9999987906044692
243,0.9999987800163244
244,0.999998769416051
245,0.9999987588035325
246,0.9999987481786525
247,0.9999987375412933
248,0.9999987268913377
249,0.9999987162286683
250,0.9999987055531664
251,0.9999986948647137
252,0.9999986841631916
253,0.999998673448481
254,0.9999986627204625
255,0.9999986519790158
256,0.9999986412240215
257,0.9999986304553585
258,0.9999986196729063
259,0.9999986088765433
260,0.9999985980661481
261,0.9999985872415991
262,0.9999985764027732
263,0.9999985655495484
264,0.9999985546818011
265,0.9999985437994079
266,0.9999985329022452
267,0.9999985219901882
268,0.9999985110631125
269,0.9999985001208931
270,0.9999984891634041
271,0.99999847819052
272,0.9999984672021143
273,0.9999984561980599
274,0.9999984451782302
275,0.999998434142497
276,0.9999984230907328
277,0.9999984120228087
278,0.9999984009385956
279,0.9999983898379643
280,0.9999983787207849
281,0.9999983675869271
282,0.9999983564362602
283,0.9999983452686527
284,0.999998334083973
285,0.9999983228820888
286,0.9999983116628676
287,0.9999983004261759
288,0.9999982891718804
289,0.9999982778998462
290,0.9999982666099394
291,0.9999982553020246
292,0.9999982439759658
293,0.9999982326316268
294,0.999998221268871
295,0.9999982098875613
296,0.9999981984875597
297,0.9999981870687276
298,0.9999981756309261
299,0.9999981641740162
300,0.9999981526978576
301,0.9999981412023098
302,0.9999981296872313
303,0.9999981181524813
304,0.9999981065979164
305,0.9999980950233944
306,0.9999980834287716
307,0.9999980718139044
308,0.9999980601786476
309,0.9999980485228563
310,0.9999980368463843
311,0.9999980251490858
312,0.9999980134308128
313,0.9999980016914183
314,0.9999979899307534
315,0.9999979781486696
316,0.9999979663450173
317,0.9999979545196458
318,0.9999979426724044
319,0.9999979308031415
320,0.9999979189117048
321,0.9999979069979412
322,0.9999978950616975
323,0.9999978831028191
324,0.9999978711211512
325,0.9999978591165379
